id_log,nivel,servicio,evento,duracion_ms,timestamp
L-0001211,INFO,simulador,voto_emitido,221,2026-04-15T07:28:51
L-0001212,INFO,streamlit,registro,59,2026-04-15T11:06:09
L-0001213,INFO,simulador,agregacion,66,2026-04-15T09:29:41
L-0001214,INFO,auditoria,registro,165,2026-04-15T10:58:18
L-0001215,WARNING,etl,voto_emitido,767,2026-04-15T15:38:10
L-0001216,INFO,simulador,auditoria_diaria,223,2026-04-15T07:49:16
L-0001217,INFO,streamlit,voto_emitido,167,2026-04-15T10:41:52
L-0001218,INFO,streamlit,agregacion,207,2026-04-15T13:03:50
L-0001219,INFO,simulador,registro,47,2026-04-15T14:49:46
L-0001220,INFO,etl,validacion,310,2026-04-15T12:46:52
L-0001221,INFO,simulador,validacion,292,2026-04-15T07:10:00
L-0001222,INFO,streamlit,auditoria_diaria,178,2026-04-15T12:41:15
L-0001223,ERROR,streamlit,reporte,1237,2026-04-15T12:28:31
L-0001224,INFO,simulador,agregacion,32,2026-04-15T11:30:56
L-0001225,INFO,simulador,validacion,242,2026-04-15T14:19:20
L-0001226,INFO,auditoria,auditoria_diaria,268,2026-04-15T09:06:34
L-0001227,INFO,simulador,voto_emitido,283,2026-04-15T07:28:41
L-0001228,INFO,streamlit,agregacion,172,2026-04-15T13:04:02
L-0001229,INFO,etl,voto_emitido,299,2026-04-15T15:51:32
L-0001230,INFO,etl,registro,286,2026-04-15T11:58:01
L-0001231,INFO,validador,auditoria_diaria,85,2026-04-15T09:25:17
L-0001232,ERROR,etl,reporte,912,2026-04-15T13:07:14
L-0001233,INFO,etl,registro,170,2026-04-15T07:07:15
L-0001234,INFO,etl,voto_emitido,311,2026-04-15T09:25:35
L-0001235,INFO,streamlit,agregacion,115,2026-04-15T12:50:08
L-0001236,WARNING,simulador,validacion,341,2026-04-15T11:20:06
L-0001237,INFO,streamlit,reporte,190,2026-04-15T15:02:31
L-0001238,INFO,validador,validacion,81,2026-04-15T15:13:37
L-0001239,INFO,validador,voto_emitido,191,2026-04-15T12:08:53
L-0001240,INFO,auditoria,voto_emitido,279,2026-04-15T13:13:38
L-0001241,INFO,auditoria,registro,226,2026-04-15T10:02:07
L-0001242,INFO,auditoria,auditoria_diaria,77,2026-04-15T07:15:38
L-0001243,INFO,streamlit,reporte,93,2026-04-15T12:34:50
L-0001244,WARNING,etl,registro,297,2026-04-15T13:56:34
L-0001245,INFO,simulador,agregacion,89,2026-04-15T08:42:52
L-0001246,INFO,etl,registro,142,2026-04-15T14:49:47
L-0001247,INFO,etl,agregacion,132,2026-04-15T11:57:57
L-0001248,INFO,streamlit,auditoria_diaria,194,2026-04-15T09:13:21
L-0001249,INFO,etl,voto_emitido,297,2026-04-15T11:17:25
L-0001250,INFO,auditoria,validacion,57,2026-04-15T12:32:34
L-0001251,INFO,auditoria,reporte,73,2026-04-15T09:06:28
L-0001252,INFO,streamlit,voto_emitido,238,2026-04-15T16:05:37
L-0001253,INFO,simulador,reporte,104,2026-04-15T15:30:43
L-0001254,WARNING,etl,auditoria_diaria,145,2026-04-15T07:21:26
L-0001255,INFO,simulador,registro,271,2026-04-15T13:31:02
L-0001256,ERROR,etl,reporte,2467,2026-04-15T14:52:18
L-0001257,INFO,streamlit,auditoria_diaria,285,2026-04-15T08:09:49
L-0001258,INFO,etl,voto_emitido,207,2026-04-15T15:00:04
L-0001259,WARNING,streamlit,registro,720,2026-04-15T07:00:29
L-0001260,INFO,simulador,voto_emitido,257,2026-04-15T15:52:46
L-0001261,INFO,etl,agregacion,32,2026-04-15T09:27:04
L-0001262,INFO,streamlit,registro,230,2026-04-15T16:30:47
L-0001263,INFO,streamlit,registro,32,2026-04-15T16:46:22
L-0001264,INFO,streamlit,agregacion,155,2026-04-15T09:38:38
L-0001265,INFO,validador,validacion,271,2026-04-15T13:59:21
L-0001266,INFO,validador,voto_emitido,117,2026-04-15T09:41:18
L-0001267,INFO,streamlit,reporte,318,2026-04-15T15:16:49
L-0001268,INFO,streamlit,registro,31,2026-04-15T14:39:44
L-0001269,INFO,streamlit,validacion,218,2026-04-15T09:09:15
L-0001270,INFO,simulador,registro,79,2026-04-15T13:13:07
L-0001271,INFO,streamlit,agregacion,157,2026-04-15T09:08:20
L-0001272,ERROR,etl,registro,1694,2026-04-15T09:00:02
L-0001273,WARNING,etl,validacion,393,2026-04-15T10:14:41
L-0001274,INFO,simulador,validacion,32,2026-04-15T10:02:31
L-0001275,WARNING,simulador,validacion,577,2026-04-15T10:40:17
L-0001276,WARNING,simulador,reporte,627,2026-04-15T13:34:19
L-0001277,INFO,streamlit,auditoria_diaria,222,2026-04-15T14:19:38
L-0001278,WARNING,auditoria,reporte,799,2026-04-15T13:10:36
L-0001279,WARNING,simulador,validacion,454,2026-04-15T10:35:09
L-0001280,INFO,streamlit,auditoria_diaria,191,2026-04-15T15:19:02
L-0001281,INFO,validador,voto_emitido,133,2026-04-15T15:09:59
L-0001282,INFO,streamlit,auditoria_diaria,221,2026-04-15T11:00:03
L-0001283,INFO,simulador,validacion,207,2026-04-15T10:59:25
L-0001284,INFO,auditoria,agregacion,29,2026-04-15T13:20:46
L-0001285,INFO,simulador,voto_emitido,249,2026-04-15T15:19:03
L-0001286,INFO,validador,reporte,260,2026-04-15T15:39:42
L-0001287,INFO,etl,reporte,232,2026-04-15T09:46:34
L-0001288,INFO,simulador,agregacion,268,2026-04-15T14:20:28
L-0001289,ERROR,simulador,reporte,1925,2026-04-15T15:39:54
L-0001290,ERROR,etl,validacion,606,2026-04-15T16:28:28
L-0001291,INFO,streamlit,validacion,75,2026-04-15T11:22:24
L-0001292,INFO,streamlit,voto_emitido,139,2026-04-15T07:15:18
L-0001293,INFO,streamlit,agregacion,185,2026-04-15T11:45:26
L-0001294,INFO,etl,validacion,316,2026-04-15T15:31:23
L-0001295,INFO,streamlit,registro,137,2026-04-15T13:17:24
L-0001296,WARNING,streamlit,auditoria_diaria,702,2026-04-15T12:12:48
L-0001297,INFO,simulador,registro,47,2026-04-15T11:19:57
L-0001298,WARNING,simulador,agregacion,374,2026-04-15T16:41:53
L-0001299,INFO,simulador,voto_emitido,135,2026-04-15T16:37:05
L-0001300,INFO,auditoria,registro,139,2026-04-15T15:28:42
L-0001301,INFO,etl,auditoria_diaria,110,2026-04-15T07:58:05
L-0001302,INFO,streamlit,agregacion,74,2026-04-15T09:34:12
L-0001303,INFO,etl,voto_emitido,80,2026-04-15T13:46:00
L-0001304,INFO,etl,reporte,184,2026-04-15T14:20:24
L-0001305,INFO,validador,registro,172,2026-04-15T16:52:26
L-0001306,INFO,streamlit,reporte,283,2026-04-15T13:55:38
L-0001307,INFO,auditoria,reporte,16,2026-04-15T14:08:29
L-0001308,INFO,streamlit,registro,75,2026-04-15T16:00:44
L-0001309,INFO,simulador,agregacion,282,2026-04-15T16:19:35
L-0001310,INFO,simulador,reporte,26,2026-04-15T11:25:39
L-0001311,WARNING,validador,reporte,430,2026-04-15T13:27:11
L-0001312,INFO,validador,registro,129,2026-04-15T14:22:47
L-0001313,INFO,etl,registro,198,2026-04-15T11:51:48
L-0001314,INFO,etl,voto_emitido,51,2026-04-15T12:08:15
L-0001315,INFO,simulador,reporte,260,2026-04-15T14:46:02
L-0001316,INFO,simulador,reporte,242,2026-04-15T10:40:12
L-0001317,INFO,validador,voto_emitido,217,2026-04-15T16:14:20
L-0001318,INFO,streamlit,validacion,230,2026-04-15T13:17:46
L-0001319,INFO,simulador,registro,289,2026-04-15T15:08:36
L-0001320,ERROR,etl,auditoria_diaria,1899,2026-04-15T14:01:35
L-0001321,INFO,etl,auditoria_diaria,191,2026-04-15T09:42:04
L-0001322,WARNING,streamlit,auditoria_diaria,491,2026-04-15T15:47:30
L-0001323,WARNING,simulador,reporte,212,2026-04-15T09:28:58
L-0001324,INFO,streamlit,registro,104,2026-04-15T11:01:35
L-0001325,INFO,validador,reporte,300,2026-04-15T13:22:26
L-0001326,INFO,validador,auditoria_diaria,52,2026-04-15T10:05:02
L-0001327,ERROR,etl,validacion,922,2026-04-15T16:25:32
L-0001328,WARNING,validador,agregacion,359,2026-04-15T11:43:01
L-0001329,INFO,simulador,agregacion,146,2026-04-15T07:24:57
L-0001330,INFO,validador,validacion,315,2026-04-15T13:35:56
L-0001331,WARNING,streamlit,auditoria_diaria,637,2026-04-15T16:58:08
L-0001332,ERROR,auditoria,validacion,1843,2026-04-15T13:33:53
L-0001333,INFO,simulador,reporte,251,2026-04-15T12:38:40
L-0001334,INFO,simulador,agregacion,24,2026-04-15T16:54:02
L-0001335,ERROR,streamlit,reporte,528,2026-04-15T09:44:29
L-0001336,INFO,etl,reporte,80,2026-04-15T07:29:08
L-0001337,INFO,streamlit,registro,254,2026-04-15T08:00:16
L-0001338,WARNING,streamlit,agregacion,187,2026-04-15T10:57:47
L-0001339,ERROR,auditoria,validacion,1144,2026-04-15T15:43:44
L-0001340,WARNING,streamlit,registro,785,2026-04-15T11:44:02
L-0001341,WARNING,streamlit,agregacion,216,2026-04-15T09:21:23
L-0001342,INFO,simulador,reporte,151,2026-04-15T07:45:36
L-0001343,WARNING,simulador,voto_emitido,258,2026-04-15T10:44:10
L-0001344,WARNING,simulador,agregacion,491,2026-04-15T08:18:36
L-0001345,WARNING,simulador,voto_emitido,683,2026-04-15T14:19:17
L-0001346,WARNING,streamlit,registro,171,2026-04-15T14:28:01
L-0001347,INFO,etl,validacion,206,2026-04-15T08:03:58
L-0001348,INFO,streamlit,validacion,59,2026-04-15T08:10:24
L-0001349,ERROR,validador,auditoria_diaria,541,2026-04-15T07:45:59
L-0001350,INFO,streamlit,agregacion,169,2026-04-15T12:14:14
L-0001351,INFO,auditoria,validacion,45,2026-04-15T08:41:02
L-0001352,INFO,validador,voto_emitido,76,2026-04-15T16:03:05
L-0001353,INFO,streamlit,auditoria_diaria,69,2026-04-15T07:23:45
L-0001354,WARNING,streamlit,registro,273,2026-04-15T15:18:58
L-0001355,INFO,etl,reporte,117,2026-04-15T12:24:33
L-0001356,INFO,etl,auditoria_diaria,60,2026-04-15T11:12:42
L-0001357,INFO,streamlit,reporte,229,2026-04-15T10:04:14
L-0001358,INFO,auditoria,agregacion,219,2026-04-15T16:55:54
L-0001359,WARNING,validador,auditoria_diaria,529,2026-04-15T07:44:36
L-0001360,INFO,streamlit,validacion,304,2026-04-15T08:14:26
L-0001361,INFO,validador,validacion,77,2026-04-15T15:03:44
L-0001362,INFO,simulador,agregacion,108,2026-04-15T12:29:58
L-0001363,ERROR,etl,validacion,1949,2026-04-15T11:22:54
L-0001364,WARNING,auditoria,agregacion,508,2026-04-15T08:22:26
L-0001365,INFO,auditoria,registro,176,2026-04-15T10:46:56
L-0001366,INFO,auditoria,registro,28,2026-04-15T09:38:02
L-0001367,INFO,simulador,registro,316,2026-04-15T11:10:39
L-0001368,INFO,streamlit,voto_emitido,183,2026-04-15T10:47:01
L-0001369,INFO,simulador,validacion,214,2026-04-15T15:39:18
L-0001370,INFO,auditoria,agregacion,253,2026-04-15T15:22:07
L-0001371,INFO,simulador,agregacion,199,2026-04-15T16:04:05
L-0001372,INFO,auditoria,registro,149,2026-04-15T13:19:17
L-0001373,INFO,validador,registro,23,2026-04-15T13:39:09
L-0001374,WARNING,auditoria,reporte,798,2026-04-15T10:39:43
L-0001375,INFO,simulador,registro,76,2026-04-15T16:28:21
L-0001376,INFO,simulador,agregacion,167,2026-04-15T09:33:52
L-0001377,ERROR,etl,agregacion,851,2026-04-15T13:52:55
L-0001378,INFO,streamlit,auditoria_diaria,252,2026-04-15T16:14:09
L-0001379,INFO,validador,auditoria_diaria,189,2026-04-15T08:37:57
L-0001380,WARNING,simulador,registro,282,2026-04-15T14:53:47
L-0001381,INFO,streamlit,validacion,83,2026-04-15T08:46:10
L-0001382,INFO,simulador,registro,88,2026-04-15T11:06:12
L-0001383,INFO,streamlit,registro,297,2026-04-15T11:20:26
L-0001384,WARNING,etl,validacion,425,2026-04-15T08:20:28
L-0001385,INFO,auditoria,voto_emitido,207,2026-04-15T13:01:27
L-0001386,INFO,auditoria,reporte,139,2026-04-15T16:00:57
L-0001387,INFO,validador,auditoria_diaria,193,2026-04-15T08:09:30
L-0001388,INFO,auditoria,reporte,23,2026-04-15T12:28:26
L-0001389,ERROR,validador,voto_emitido,1614,2026-04-15T11:47:18
L-0001390,INFO,streamlit,voto_emitido,260,2026-04-15T12:52:43
L-0001391,INFO,validador,voto_emitido,106,2026-04-15T14:06:34
L-0001392,INFO,validador,agregacion,263,2026-04-15T07:56:42
L-0001393,WARNING,etl,reporte,738,2026-04-15T07:33:58
L-0001394,INFO,validador,voto_emitido,123,2026-04-15T16:08:05
L-0001395,INFO,auditoria,voto_emitido,42,2026-04-15T14:35:28
L-0001396,INFO,simulador,registro,131,2026-04-15T09:57:04
L-0001397,INFO,simulador,agregacion,235,2026-04-15T16:35:42
L-0001398,INFO,validador,registro,106,2026-04-15T08:48:59
L-0001399,ERROR,auditoria,reporte,2183,2026-04-15T07:06:13
L-0001400,INFO,etl,auditoria_diaria,295,2026-04-15T10:54:20
L-0001401,WARNING,streamlit,validacion,482,2026-04-15T11:14:08
L-0001402,WARNING,streamlit,registro,648,2026-04-15T12:20:46
L-0001403,INFO,streamlit,validacion,254,2026-04-15T09:53:52
L-0001404,INFO,streamlit,auditoria_diaria,268,2026-04-15T14:45:47
L-0001405,INFO,etl,validacion,206,2026-04-15T10:15:07
L-0001406,INFO,simulador,voto_emitido,156,2026-04-15T07:24:51
L-0001407,INFO,validador,voto_emitido,318,2026-04-15T12:35:19
L-0001408,INFO,simulador,auditoria_diaria,139,2026-04-15T15:27:26
L-0001409,INFO,streamlit,agregacion,256,2026-04-15T09:53:23
L-0001410,INFO,etl,voto_emitido,311,2026-04-15T12:09:42
L-0001411,INFO,etl,voto_emitido,61,2026-04-15T08:47:15
L-0001412,INFO,streamlit,registro,73,2026-04-15T11:27:07
L-0001413,INFO,auditoria,registro,298,2026-04-15T08:00:50
L-0001414,INFO,simulador,agregacion,194,2026-04-15T07:55:00
L-0001415,INFO,streamlit,registro,264,2026-04-15T10:25:21
L-0001416,INFO,etl,agregacion,305,2026-04-15T09:24:05
L-0001417,INFO,streamlit,registro,184,2026-04-15T08:48:56
L-0001418,ERROR,etl,registro,1127,2026-04-15T11:59:05
L-0001419,INFO,streamlit,validacion,220,2026-04-15T12:10:15
L-0001420,INFO,streamlit,reporte,36,2026-04-15T15:59:08
L-0001421,WARNING,etl,voto_emitido,203,2026-04-15T15:05:24
L-0001422,WARNING,etl,registro,184,2026-04-15T11:55:58
L-0001423,INFO,streamlit,validacion,63,2026-04-15T08:57:46
L-0001424,INFO,etl,registro,62,2026-04-15T11:46:02
L-0001425,WARNING,validador,auditoria_diaria,206,2026-04-15T09:20:45
L-0001426,INFO,simulador,auditoria_diaria,162,2026-04-15T13:44:43
L-0001427,INFO,streamlit,reporte,281,2026-04-15T12:24:12
L-0001428,INFO,streamlit,auditoria_diaria,196,2026-04-15T11:28:59
L-0001429,INFO,streamlit,voto_emitido,121,2026-04-15T13:36:47
L-0001430,INFO,auditoria,auditoria_diaria,94,2026-04-15T16:24:56
L-0001431,INFO,streamlit,agregacion,127,2026-04-15T09:59:27
L-0001432,INFO,streamlit,registro,114,2026-04-15T08:27:27
L-0001433,INFO,auditoria,voto_emitido,58,2026-04-15T16:17:22
L-0001434,INFO,simulador,validacion,89,2026-04-15T13:20:19
L-0001435,INFO,streamlit,registro,303,2026-04-15T14:27:44
L-0001436,INFO,simulador,auditoria_diaria,309,2026-04-15T08:34:19
L-0001437,INFO,etl,agregacion,150,2026-04-15T11:57:07
L-0001438,INFO,auditoria,auditoria_diaria,274,2026-04-15T15:22:21
L-0001439,INFO,etl,validacion,71,2026-04-15T16:52:59
L-0001440,INFO,etl,reporte,80,2026-04-15T07:53:28
L-0001441,INFO,auditoria,agregacion,238,2026-04-15T13:58:56
L-0001442,INFO,etl,voto_emitido,36,2026-04-15T10:25:38
L-0001443,INFO,validador,validacion,242,2026-04-15T11:15:31
L-0001444,WARNING,streamlit,voto_emitido,427,2026-04-15T08:57:52
L-0001445,WARNING,streamlit,voto_emitido,121,2026-04-15T14:29:43
L-0001446,INFO,streamlit,voto_emitido,149,2026-04-15T15:33:47
L-0001447,INFO,auditoria,validacion,70,2026-04-15T10:35:43
L-0001448,WARNING,simulador,agregacion,391,2026-04-15T07:08:19
L-0001449,INFO,etl,registro,79,2026-04-15T16:52:07
L-0001450,INFO,simulador,reporte,170,2026-04-15T08:58:04
L-0001451,INFO,validador,voto_emitido,65,2026-04-15T16:37:24
L-0001452,WARNING,etl,agregacion,320,2026-04-15T16:57:13
L-0001453,INFO,streamlit,validacion,54,2026-04-15T09:41:06
L-0001454,INFO,simulador,registro,52,2026-04-15T10:11:48
L-0001455,WARNING,simulador,validacion,578,2026-04-15T09:59:47
L-0001456,INFO,simulador,validacion,216,2026-04-15T13:12:10
L-0001457,INFO,simulador,auditoria_diaria,225,2026-04-15T12:31:02
L-0001458,INFO,simulador,reporte,151,2026-04-15T15:42:44
L-0001459,INFO,etl,auditoria_diaria,274,2026-04-15T09:29:06
L-0001460,INFO,auditoria,voto_emitido,145,2026-04-15T09:35:24
L-0001461,INFO,simulador,auditoria_diaria,240,2026-04-15T16:36:54
L-0001462,INFO,validador,reporte,210,2026-04-15T09:27:34
L-0001463,WARNING,etl,validacion,710,2026-04-15T12:54:56
L-0001464,INFO,streamlit,registro,75,2026-04-15T10:25:46
L-0001465,WARNING,streamlit,reporte,547,2026-04-15T16:48:23
L-0001466,INFO,validador,agregacion,258,2026-04-15T13:27:19
L-0001467,INFO,auditoria,agregacion,199,2026-04-15T13:01:59
L-0001468,WARNING,etl,auditoria_diaria,390,2026-04-15T09:13:09
L-0001469,INFO,streamlit,reporte,51,2026-04-15T13:32:55
L-0001470,INFO,simulador,registro,217,2026-04-15T16:08:50
L-0001471,INFO,etl,auditoria_diaria,160,2026-04-15T13:11:15
L-0001472,INFO,auditoria,voto_emitido,123,2026-04-15T10:55:23
L-0001473,INFO,auditoria,registro,257,2026-04-15T08:37:38
L-0001474,INFO,validador,validacion,104,2026-04-15T10:07:35
L-0001475,INFO,streamlit,auditoria_diaria,181,2026-04-15T10:52:14
L-0001476,INFO,streamlit,registro,115,2026-04-15T10:03:14
L-0001477,INFO,auditoria,registro,254,2026-04-15T12:21:08
L-0001478,INFO,auditoria,auditoria_diaria,60,2026-04-15T14:12:21
L-0001479,INFO,etl,agregacion,239,2026-04-15T08:31:53
L-0001480,INFO,streamlit,voto_emitido,116,2026-04-15T08:19:51
L-0001481,INFO,streamlit,reporte,129,2026-04-15T08:25:51
L-0001482,WARNING,streamlit,reporte,697,2026-04-15T11:02:00
L-0001483,INFO,validador,voto_emitido,317,2026-04-15T14:13:57
L-0001484,INFO,simulador,registro,219,2026-04-15T09:29:11
L-0001485,INFO,etl,agregacion,249,2026-04-15T15:11:05
L-0001486,INFO,streamlit,voto_emitido,251,2026-04-15T08:11:10
L-0001487,INFO,auditoria,reporte,61,2026-04-15T07:10:24
L-0001488,INFO,auditoria,reporte,113,2026-04-15T16:29:49
L-0001489,INFO,etl,voto_emitido,19,2026-04-15T16:40:53
L-0001490,INFO,validador,validacion,118,2026-04-15T16:03:12
L-0001491,INFO,etl,registro,50,2026-04-15T14:30:21
L-0001492,INFO,simulador,validacion,298,2026-04-15T08:33:05
L-0001493,INFO,auditoria,voto_emitido,127,2026-04-15T09:49:39
L-0001494,INFO,streamlit,validacion,27,2026-04-15T10:14:01
L-0001495,INFO,validador,registro,135,2026-04-15T08:17:48
L-0001496,WARNING,auditoria,validacion,161,2026-04-15T09:26:02
L-0001497,WARNING,validador,agregacion,560,2026-04-15T12:12:08
L-0001498,INFO,streamlit,auditoria_diaria,183,2026-04-15T10:09:58
L-0001499,INFO,etl,voto_emitido,238,2026-04-15T14:49:55
L-0001500,ERROR,etl,auditoria_diaria,1118,2026-04-15T15:02:23
L-0001501,WARNING,validador,voto_emitido,326,2026-04-15T16:27:05
L-0001502,INFO,streamlit,auditoria_diaria,73,2026-04-15T08:27:35
L-0001503,INFO,etl,registro,82,2026-04-15T12:35:25
L-0001504,WARNING,streamlit,validacion,447,2026-04-15T12:10:43
L-0001505,INFO,auditoria,voto_emitido,177,2026-04-15T10:34:27
L-0001506,WARNING,simulador,validacion,258,2026-04-15T07:40:35
L-0001507,INFO,streamlit,registro,194,2026-04-15T07:32:57
L-0001508,WARNING,simulador,voto_emitido,611,2026-04-15T10:58:40
L-0001509,INFO,simulador,voto_emitido,263,2026-04-15T15:16:49
L-0001510,INFO,auditoria,validacion,140,2026-04-15T08:03:37
L-0001511,WARNING,etl,reporte,636,2026-04-15T08:35:32
L-0001512,INFO,streamlit,validacion,35,2026-04-15T10:38:43
L-0001513,INFO,streamlit,auditoria_diaria,180,2026-04-15T12:39:12
L-0001514,INFO,auditoria,voto_emitido,95,2026-04-15T11:57:14
L-0001515,INFO,etl,auditoria_diaria,185,2026-04-15T16:20:45
L-0001516,INFO,validador,reporte,198,2026-04-15T12:41:33
L-0001517,WARNING,simulador,voto_emitido,615,2026-04-15T09:07:12
L-0001518,INFO,auditoria,voto_emitido,213,2026-04-15T11:24:46
L-0001519,ERROR,etl,agregacion,1375,2026-04-15T16:24:25
L-0001520,INFO,simulador,agregacion,76,2026-04-15T14:27:13
L-0001521,INFO,simulador,reporte,58,2026-04-15T07:01:57
L-0001522,INFO,streamlit,reporte,97,2026-04-15T15:34:40
L-0001523,INFO,streamlit,agregacion,315,2026-04-15T11:21:05
L-0001524,WARNING,auditoria,reporte,369,2026-04-15T16:36:46
L-0001525,WARNING,simulador,reporte,477,2026-04-15T16:34:27
L-0001526,INFO,streamlit,reporte,256,2026-04-15T13:34:15
L-0001527,INFO,etl,registro,302,2026-04-15T13:22:09
L-0001528,INFO,validador,validacion,38,2026-04-15T09:32:37
L-0001529,INFO,simulador,registro,214,2026-04-15T13:45:30
L-0001530,INFO,etl,agregacion,192,2026-04-15T15:37:58
L-0001531,INFO,streamlit,voto_emitido,208,2026-04-15T13:31:26
L-0001532,INFO,streamlit,registro,66,2026-04-15T08:01:40
L-0001533,INFO,simulador,registro,146,2026-04-15T10:18:54
L-0001534,INFO,streamlit,registro,108,2026-04-15T10:38:01
L-0001535,INFO,etl,reporte,190,2026-04-15T16:48:19
L-0001536,INFO,simulador,registro,196,2026-04-15T08:03:06
L-0001537,INFO,streamlit,registro,266,2026-04-15T09:22:19
L-0001538,INFO,auditoria,auditoria_diaria,130,2026-04-15T14:12:35
L-0001539,INFO,validador,reporte,29,2026-04-15T08:54:00
L-0001540,INFO,simulador,validacion,184,2026-04-15T08:48:08
L-0001541,INFO,auditoria,registro,146,2026-04-15T12:26:23
L-0001542,INFO,auditoria,auditoria_diaria,152,2026-04-15T16:09:09
L-0001543,WARNING,auditoria,reporte,731,2026-04-15T10:12:46
L-0001544,ERROR,etl,agregacion,1748,2026-04-15T09:23:57
L-0001545,INFO,etl,validacion,27,2026-04-15T16:19:13
L-0001546,INFO,validador,auditoria_diaria,57,2026-04-15T14:57:45
L-0001547,INFO,streamlit,reporte,101,2026-04-15T08:55:15
L-0001548,ERROR,etl,auditoria_diaria,992,2026-04-15T09:55:27
L-0001549,INFO,validador,voto_emitido,138,2026-04-15T14:31:33
L-0001550,INFO,streamlit,registro,225,2026-04-15T09:26:37
L-0001551,INFO,simulador,validacion,17,2026-04-15T10:08:21
L-0001552,INFO,auditoria,agregacion,265,2026-04-15T08:48:53
L-0001553,INFO,simulador,voto_emitido,65,2026-04-15T10:04:44
L-0001554,INFO,validador,auditoria_diaria,318,2026-04-15T08:34:22
L-0001555,INFO,validador,voto_emitido,219,2026-04-15T14:31:21
L-0001556,INFO,streamlit,voto_emitido,215,2026-04-15T15:14:18
L-0001557,INFO,simulador,voto_emitido,228,2026-04-15T09:27:21
L-0001558,ERROR,streamlit,voto_emitido,1761,2026-04-15T16:24:57
L-0001559,INFO,streamlit,voto_emitido,185,2026-04-15T07:47:09
L-0001560,INFO,streamlit,registro,43,2026-04-15T09:59:23
L-0001561,INFO,simulador,reporte,167,2026-04-15T08:00:54
L-0001562,INFO,streamlit,registro,52,2026-04-15T15:48:05
L-0001563,INFO,simulador,auditoria_diaria,146,2026-04-15T07:28:10
L-0001564,WARNING,auditoria,auditoria_diaria,354,2026-04-15T10:49:43
